mobility_surrogate_key,metro_area,subregion,province,retail_and_recreation,grocery_and_pharmacy,parks,transit_stations,workplaces,residential,date_col
47357,,Regional Municipality of Halton,Ontario,-14.0,-5.0,141.0,-51.0,-46.0,15.0,2020-09-16
47358,,Regional Municipality of Halton,Ontario,-14.0,-1.0,127.0,-52.0,-45.0,15.0,2020-09-17
47359,,Regional Municipality of Halton,Ontario,-16.0,-2.0,109.0,-48.0,-42.0,13.0,2020-09-18
47360,,Regional Municipality of Halton,Ontario,-15.0,2.0,217.0,-19.0,-1.0,4.0,2020-09-19
47361,,Regional Municipality of Halton,Ontario,-13.0,-1.0,174.0,-17.0,-2.0,3.0,2020-09-20
47362,,Regional Municipality of Halton,Ontario,-19.0,0.0,126.0,-57.0,-46.0,15.0,2020-09-21
47363,,Regional Municipality of Halton,Ontario,-19.0,0.0,136.0,-56.0,-45.0,15.0,2020-09-22
47364,,Regional Municipality of Halton,Ontario,-16.0,-2.0,137.0,-55.0,-45.0,15.0,2020-09-23
47365,,Regional Municipality of Halton,Ontario,-18.0,1.0,114.0,-55.0,-44.0,16.0,2020-09-24
47366,,Regional Municipality of Halton,Ontario,-19.0,1.0,134.0,-48.0,-41.0,13.0,2020-09-25
47367,,Regional Municipality of Halton,Ontario,-16.0,5.0,275.0,-24.0,2.0,3.0,2020-09-26
47368,,Regional Municipality of Halton,Ontario,-15.0,3.0,202.0,-21.0,0.0,2.0,2020-09-27
47369,,Regional Municipality of Halton,Ontario,-21.0,2.0,117.0,-56.0,-44.0,15.0,2020-09-28
47370,,Regional Municipality of Halton,Ontario,-20.0,4.0,98.0,-55.0,-43.0,15.0,2020-09-29
47371,,Regional Municipality of Halton,Ontario,-19.0,0.0,44.0,-56.0,-45.0,17.0,2020-09-30
47372,,Regional Municipality of Halton,Ontario,-18.0,4.0,76.0,-56.0,-42.0,16.0,2020-10-01
47373,,Regional Municipality of Halton,Ontario,-22.0,-1.0,38.0,-55.0,-41.0,16.0,2020-10-02
47374,,Regional Municipality of Halton,Ontario,-17.0,6.0,188.0,-27.0,-1.0,5.0,2020-10-03
47375,,Regional Municipality of Halton,Ontario,-24.0,0.0,-6.0,-32.0,-8.0,6.0,2020-10-04
47376,,Regional Municipality of Halton,Ontario,-21.0,4.0,113.0,-56.0,-43.0,15.0,2020-10-05
47377,,Regional Municipality of Halton,Ontario,-21.0,4.0,116.0,-55.0,-43.0,15.0,2020-10-06
47378,,Regional Municipality of Halton,Ontario,-19.0,4.0,63.0,-57.0,-44.0,17.0,2020-10-07
47379,,Regional Municipality of Halton,Ontario,-18.0,9.0,86.0,-55.0,-42.0,16.0,2020-10-08
47380,,Regional Municipality of Halton,Ontario,-18.0,13.0,123.0,-50.0,-41.0,14.0,2020-10-09
47381,,Regional Municipality of Halton,Ontario,-21.0,12.0,215.0,-29.0,-4.0,5.0,2020-10-10
47382,,Regional Municipality of Halton,Ontario,-22.0,9.0,126.0,-24.0,-6.0,3.0,2020-10-11
47383,,Regional Municipality of Halton,Ontario,-59.0,-54.0,259.0,-78.0,-85.0,25.0,2020-10-12
47384,,Regional Municipality of Halton,Ontario,-21.0,8.0,133.0,-55.0,-43.0,15.0,2020-10-13
47385,,Regional Municipality of Halton,Ontario,-16.0,4.0,107.0,-55.0,-44.0,17.0,2020-10-14
47386,,Regional Municipality of Halton,Ontario,-22.0,-2.0,-1.0,-58.0,-43.0,19.0,2020-10-15
47387,,Regional Municipality of Halton,Ontario,-18.0,3.0,97.0,-51.0,-40.0,16.0,2020-10-16
47388,,Regional Municipality of Halton,Ontario,-13.0,10.0,246.0,-23.0,-2.0,6.0,2020-10-17
47389,,Regional Municipality of Halton,Ontario,-18.0,0.0,82.0,-28.0,-8.0,6.0,2020-10-18
47390,,Regional Municipality of Halton,Ontario,-24.0,-1.0,12.0,-59.0,-43.0,18.0,2020-10-19
47391,,Regional Municipality of Halton,Ontario,-21.0,2.0,86.0,-55.0,-42.0,16.0,2020-10-20
47392,,Regional Municipality of Halton,Ontario,-19.0,0.0,53.0,-56.0,-44.0,18.0,2020-10-21
47393,,Regional Municipality of Halton,Ontario,-19.0,1.0,39.0,-55.0,-42.0,18.0,2020-10-22
47394,,Regional Municipality of Halton,Ontario,-18.0,-1.0,153.0,-50.0,-40.0,15.0,2020-10-23
47395,,Regional Municipality of Halton,Ontario,-14.0,7.0,139.0,-26.0,-2.0,7.0,2020-10-24
47396,,Regional Municipality of Halton,Ontario,-15.0,1.0,65.0,-25.0,-6.0,6.0,2020-10-25
47397,,Regional Municipality of Halton,Ontario,-22.0,2.0,42.0,-55.0,-42.0,17.0,2020-10-26
47398,,Regional Municipality of Halton,Ontario,-22.0,1.0,27.0,-56.0,-42.0,17.0,2020-10-27
47399,,Regional Municipality of Halton,Ontario,-15.0,4.0,74.0,-56.0,-43.0,17.0,2020-10-28
47400,,Regional Municipality of Halton,Ontario,-18.0,4.0,26.0,-56.0,-41.0,17.0,2020-10-29
47401,,Regional Municipality of Halton,Ontario,-18.0,4.0,16.0,-54.0,-40.0,16.0,2020-10-30
47402,,Regional Municipality of Halton,Ontario,-16.0,10.0,120.0,-24.0,-1.0,7.0,2020-10-31
47403,,Regional Municipality of Halton,Ontario,-21.0,-2.0,-13.0,-32.0,-10.0,7.0,2020-11-01
47404,,Regional Municipality of Halton,Ontario,-23.0,-1.0,18.0,-57.0,-42.0,17.0,2020-11-02
47405,,Regional Municipality of Halton,Ontario,-23.0,-4.0,32.0,-57.0,-42.0,17.0,2020-11-03
47406,,Regional Municipality of Halton,Ontario,-18.0,-6.0,91.0,-56.0,-42.0,17.0,2020-11-04
47407,,Regional Municipality of Halton,Ontario,-18.0,-1.0,74.0,-55.0,-40.0,17.0,2020-11-05
47408,,Regional Municipality of Halton,Ontario,-17.0,-2.0,108.0,-52.0,-38.0,16.0,2020-11-06
47409,,Regional Municipality of Halton,Ontario,-12.0,1.0,255.0,-26.0,-1.0,5.0,2020-11-07
47410,,Regional Municipality of Halton,Ontario,-11.0,1.0,209.0,-23.0,-4.0,4.0,2020-11-08
47411,,Regional Municipality of Halton,Ontario,-20.0,0.0,119.0,-56.0,-41.0,16.0,2020-11-09
47412,,Regional Municipality of Halton,Ontario,-18.0,2.0,145.0,-56.0,-41.0,16.0,2020-11-10
47413,,Regional Municipality of Halton,Ontario,-13.0,3.0,77.0,-57.0,-44.0,17.0,2020-11-11
47414,,Regional Municipality of Halton,Ontario,-18.0,3.0,56.0,-55.0,-41.0,17.0,2020-11-12
47415,,Regional Municipality of Halton,Ontario,-17.0,0.0,32.0,-52.0,-40.0,17.0,2020-11-13
47416,,Regional Municipality of Halton,Ontario,-16.0,8.0,117.0,-29.0,-2.0,8.0,2020-11-14
47417,,Regional Municipality of Halton,Ontario,-25.0,-10.0,-41.0,-38.0,-13.0,8.0,2020-11-15
47418,,Regional Municipality of Halton,Ontario,-26.0,-2.0,6.0,-60.0,-43.0,18.0,2020-11-16
47419,,Regional Municipality of Halton,Ontario,-26.0,-3.0,6.0,-59.0,-43.0,18.0,2020-11-17
47420,,Regional Municipality of Halton,Ontario,-22.0,-2.0,7.0,-58.0,-44.0,19.0,2020-11-18
47421,,Regional Municipality of Halton,Ontario,-21.0,2.0,38.0,-57.0,-41.0,18.0,2020-11-19
47422,,Regional Municipality of Halton,Ontario,-19.0,3.0,80.0,-50.0,-40.0,17.0,2020-11-20
47423,,Regional Municipality of Halton,Ontario,-18.0,10.0,62.0,-28.0,-4.0,8.0,2020-11-21
47424,,Regional Municipality of Halton,Ontario,-35.0,-14.0,-43.0,-37.0,-16.0,10.0,2020-11-22
47425,,Regional Municipality of Halton,Ontario,-23.0,2.0,-2.0,-58.0,-44.0,19.0,2020-11-23
47426,,Regional Municipality of Halton,Ontario,-21.0,2.0,3.0,-57.0,-43.0,18.0,2020-11-24
47427,,Regional Municipality of Halton,Ontario,-19.0,0.0,-11.0,-56.0,-44.0,20.0,2020-11-25
47428,,Regional Municipality of Halton,Ontario,-13.0,6.0,19.0,-53.0,-42.0,18.0,2020-11-26
47429,,Regional Municipality of Halton,Ontario,-14.0,6.0,24.0,-49.0,-45.0,18.0,2020-11-27
47430,,Regional Municipality of Halton,Ontario,-12.0,14.0,116.0,-19.0,-5.0,9.0,2020-11-28
47431,,Regional Municipality of Halton,Ontario,-12.0,6.0,97.0,-20.0,-10.0,7.0,2020-11-29
47432,,Regional Municipality of Halton,Ontario,-22.0,0.0,-32.0,-59.0,-45.0,19.0,2020-11-30
47433,,Regional Municipality of Halton,Ontario,-31.0,-8.0,-1.0,-59.0,-46.0,20.0,2020-12-01
47434,,Regional Municipality of Halton,Ontario,-18.0,3.0,8.0,-54.0,-44.0,19.0,2020-12-02
47435,,Regional Municipality of Halton,Ontario,-16.0,6.0,17.0,-54.0,-41.0,19.0,2020-12-03
47436,,Regional Municipality of Halton,Ontario,-20.0,2.0,1.0,-48.0,-40.0,19.0,2020-12-04
47437,,Regional Municipality of Halton,Ontario,-14.0,13.0,70.0,-15.0,-5.0,9.0,2020-12-05
47438,,Regional Municipality of Halton,Ontario,-15.0,6.0,41.0,-11.0,-12.0,8.0,2020-12-06
47439,,Regional Municipality of Halton,Ontario,-20.0,4.0,16.0,-55.0,-43.0,18.0,2020-12-07
47440,,Regional Municipality of Halton,Ontario,-21.0,3.0,25.0,-56.0,-42.0,18.0,2020-12-08
47441,,Regional Municipality of Halton,Ontario,-18.0,2.0,1.0,-54.0,-43.0,19.0,2020-12-09
47442,,Regional Municipality of Halton,Ontario,-15.0,8.0,39.0,-53.0,-42.0,18.0,2020-12-10
47443,,Regional Municipality of Halton,Ontario,-15.0,9.0,60.0,-47.0,-41.0,18.0,2020-12-11
47444,,Regional Municipality of Halton,Ontario,-19.0,8.0,0.0,-21.0,-8.0,11.0,2020-12-12
47445,,Regional Municipality of Halton,Ontario,-12.0,10.0,40.0,-16.0,-11.0,8.0,2020-12-13
47446,,Regional Municipality of Halton,Ontario,-17.0,9.0,15.0,-54.0,-44.0,18.0,2020-12-14
47447,,Regional Municipality of Halton,Ontario,-16.0,12.0,14.0,-53.0,-43.0,18.0,2020-12-15
47448,,Regional Municipality of Halton,Ontario,-15.0,6.0,-9.0,-56.0,-45.0,20.0,2020-12-16
47449,,Regional Municipality of Halton,Ontario,-11.0,13.0,5.0,-51.0,-43.0,19.0,2020-12-17
47450,,Regional Municipality of Halton,Ontario,-12.0,13.0,26.0,-47.0,-41.0,18.0,2020-12-18
47451,,Regional Municipality of Halton,Ontario,-12.0,20.0,49.0,-15.0,-7.0,10.0,2020-12-19
47452,,Regional Municipality of Halton,Ontario,-8.0,16.0,32.0,-8.0,-11.0,8.0,2020-12-20
47453,,Regional Municipality of Halton,Ontario,3.0,40.0,51.0,-50.0,-52.0,18.0,2020-12-21
47454,,Regional Municipality of Halton,Ontario,5.0,46.0,45.0,-50.0,-52.0,18.0,2020-12-22
47455,,Regional Municipality of Halton,Ontario,15.0,63.0,71.0,-47.0,-54.0,18.0,2020-12-23
47456,,Regional Municipality of Halton,Ontario,-14.0,46.0,3.0,-57.0,-68.0,24.0,2020-12-24
47457,,Regional Municipality of Halton,Ontario,-87.0,-79.0,25.0,-85.0,-89.0,32.0,2020-12-25
47458,,Regional Municipality of Halton,Ontario,-69.0,-48.0,52.0,-64.0,-47.0,16.0,2020-12-26
47459,,Regional Municipality of Halton,Ontario,-54.0,-21.0,63.0,-53.0,-29.0,11.0,2020-12-27
47460,,Regional Municipality of Halton,Ontario,-49.0,-8.0,43.0,-77.0,-77.0,29.0,2020-12-28
47461,,Regional Municipality of Halton,Ontario,-42.0,2.0,94.0,-71.0,-66.0,25.0,2020-12-29
47462,,Regional Municipality of Halton,Ontario,-40.0,8.0,-11.0,-72.0,-67.0,27.0,2020-12-30
47463,,Regional Municipality of Halton,Ontario,-35.0,26.0,86.0,-73.0,-70.0,26.0,2020-12-31
48064,,Regional Municipality of Peel,Ontario,-15.0,1.0,85.0,-55.0,-43.0,13.0,2020-09-01
48065,,Regional Municipality of Peel,Ontario,-15.0,-1.0,71.0,-57.0,-44.0,13.0,2020-09-02
48066,,Regional Municipality of Peel,Ontario,-13.0,2.0,88.0,-54.0,-43.0,12.0,2020-09-03
48067,,Regional Municipality of Peel,Ontario,-14.0,-1.0,81.0,-54.0,-44.0,12.0,2020-09-04
48068,,Regional Municipality of Peel,Ontario,-20.0,-6.0,90.0,-53.0,-10.0,1.0,2020-09-05
48069,,Regional Municipality of Peel,Ontario,-10.0,-3.0,140.0,-55.0,-12.0,-2.0,2020-09-06
48070,,Regional Municipality of Peel,Ontario,-43.0,-41.0,78.0,-71.0,-82.0,23.0,2020-09-07
48071,,Regional Municipality of Peel,Ontario,-13.0,9.0,32.0,-55.0,-45.0,13.0,2020-09-08
48072,,Regional Municipality of Peel,Ontario,-17.0,-2.0,45.0,-57.0,-44.0,13.0,2020-09-09
48073,,Regional Municipality of Peel,Ontario,-15.0,2.0,56.0,-56.0,-43.0,13.0,2020-09-10
48074,,Regional Municipality of Peel,Ontario,-17.0,-6.0,70.0,-55.0,-41.0,12.0,2020-09-11
48075,,Regional Municipality of Peel,Ontario,-16.0,-4.0,120.0,-49.0,-2.0,3.0,2020-09-12
48076,,Regional Municipality of Peel,Ontario,-16.0,-7.0,95.0,-55.0,-6.0,3.0,2020-09-13
48077,,Regional Municipality of Peel,Ontario,-18.0,-6.0,65.0,-57.0,-41.0,14.0,2020-09-14
